Código,Instituição executora,Estado,Estratégia do trecho,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição,Cidade
131244,Ambipar Response,Espírito Santo,Diário,2020-07-25,-199.577.642,-401.381.057,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracruz
131238,Ambipar Response,Espírito Santo,Diário,2020-07-25,-2.125.037,-4.095.851,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Presidente Kennedy
131237,Ambipar Response,Espírito Santo,Diário,2020-07-25,-2.112.637,-4.085.847,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
131236,Ambipar Response,Rio de Janeiro,Diário,2020-07-25,-2.295.901,-4.202.527,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Arraial do Cabo
131235,Ambipar Response,Rio de Janeiro,Diário,2020-07-25,-2.275.462,-4.187.233,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Armação dos Búzios
131226,Ambipar Response,Rio de Janeiro,Diário,2020-07-25,-214.733.486,-41.052.004,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131225,Ambipar Response,Rio de Janeiro,Diário,2020-07-25,-213.702.001,-409.679.852,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131224,Ambipar Response,Rio de Janeiro,Diário,2020-07-25,-213.701.965,-409.679.865,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131223,Ambipar Response,Rio de Janeiro,Diário,2020-07-25,-213.865.851,-409.802.286,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131222,Ambipar Response,Rio de Janeiro,Diário,2020-07-25,-214.399.955,-410.198.906,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131221,Ambipar Response,Rio de Janeiro,Diário,2020-07-25,-214.461.984,-41.024.142,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131220,Ambipar Response,Rio de Janeiro,Diário,2020-07-25,-214.513.824,-410.291.695,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131219,Ambipar Response,Rio de Janeiro,Diário,2020-07-25,-21.452.727,-410.300.465,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131218,Ambipar Response,Espírito Santo,Acionamento,2020-07-17,-208.071.707,-406.490.382,Aves,Charadriiformes,Thalasseus acuflavidus,Não,Arenoso,Vivo,Anchieta
131213,Ambipar Response,Espírito Santo,Diário,2020-07-25,-208.302.995,-406.930.887,Aves,Charadriiformes,Thalasseus acuflavidus,Não,Arenoso,Morto,Anchieta
131210,Ambipar Response,Espírito Santo,Diário,2020-07-25,-2.089.473,-4.077.392,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
131209,Ambipar Response,Espírito Santo,Diário,2020-07-25,-2.087.809,-4.076.044,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
131208,Ambipar Response,Espírito Santo,Diário,2020-07-25,-20.832.518,-406.939.978,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
131201,Ambipar Response,Rio de Janeiro,Diário,2020-07-25,-2.294.656,-4.203.278,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Arraial do Cabo
131188,Ambipar Response,Espírito Santo,Diário,2020-07-25,-1.866.429,-3.974.292,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Mateus
131183,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-2.280.593,-4.193.092,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131182,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-227.499,-4.194.888,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131181,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-2.275.592,-418.855,Aves,Suliformes,Phalacrocorax brasilianus,Não,Outros,Vivo,Armação dos Búzios
131177,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-2.266.851,-4.199.746,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Cabo Frio
131176,Ambipar Response,Espírito Santo,Diário,2020-07-24,-206.102.112,-404.129.063,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Vivo,Guarapari
131172,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.275.318,-4.188.041,Aves,Procellariiformes,Procellaria aequinoctialis,Não,Outros,Vivo,Armação dos Búzios
131171,Ambipar Response,Espírito Santo,Diário,2020-07-24,-19.687.035,-39.911.747,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Linhares
131170,Ambipar Response,Espírito Santo,Diário,2020-07-24,-20.025.702,-401.580.369,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fundão
131166,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.272.943,-4.197.682,Reptilia,Testudines,Chelonia mydas,Não,Outros,Vivo,Cabo Frio
131165,Ambipar Response,Espírito Santo,Diário,2020-07-24,-1.963.901,-3.981.073,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Linhares
131159,Ambipar Response,Espírito Santo,Diário,2020-07-24,-1.958.952,-3.978.536,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Linhares
131158,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-214.605.853,-410.369.155,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131157,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-213.409.347,-409.646.597,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131156,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-213.422.488,-409.645.307,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
131155,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-214.449.499,-410.228.186,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131154,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-214.530.537,-410.310.281,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131153,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-214.554.004,-410.331.059,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131152,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-214.553.317,-410.330.221,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131151,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-214.647.386,-410.416.608,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131150,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-214.650.537,-410.420.914,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131149,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-2.146.632,-410.434.665,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131148,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-214.711.464,-410.499.854,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131147,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-215.032.879,-41.070.721,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131146,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-215.326.174,-410.700.874,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131145,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-215.177.892,-410.722.012,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131144,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-215.000.035,-410.697.286,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131143,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-214.974.847,-410.687.521,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131142,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-214.963.434,-41.068.222,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,São Francisco de Itabapoana
131138,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.277.355,-4.188.862,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Armação dos Búzios
131137,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-2.147.972,-4.105.793,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131136,Ambipar Response,Espírito Santo,Diário,2020-07-24,-2.113.652,-4.087.256,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
131120,Ambipar Response,Espírito Santo,Diário,2020-07-24,-20.301,-402.777,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
131119,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-2.295.865,-4.202.537,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Arraial do Cabo
131118,Ambipar Response,Rio de Janeiro,Diário,2020-07-24,-2.297.316,-4.203.141,Reptilia,Testudines,Chelonia mydas,Não,Outros,Morto,Arraial do Cabo
131117,Ambipar Response,Espírito Santo,Diário,2020-07-24,-203.183,-402.963,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Vitória
131095,Ambipar Response,Espírito Santo,Acionamento,2020-07-23,-208.292.281,-406.190.271,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
131094,Ambipar Response,Espírito Santo,Diário,2020-07-23,-210.897.522,-408.431.283,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Marataízes
131093,Ambipar Response,Espírito Santo,Diário,2020-07-22,-2.082.354,-4.068.296,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Anchieta
131092,Ambipar Response,Espírito Santo,Diário,2020-07-22,-2.083.321,-406.968,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Anchieta
131089,Ambipar Response,Espírito Santo,Diário,2020-07-23,-2.122.309,-4.094.566,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
131088,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.275.433,-4.189.439,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131086,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.276.355,-4.193.725,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131085,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.276.106,-4.193.994,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131084,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.274.397,-4.195.157,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131081,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.273.028,-4.197.409,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Cabo Frio
131080,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.275.283,-4.189.581,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Armação dos Búzios
131079,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.275.554,-4.194.479,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131078,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.275.554,-419.448,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131077,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.274.615,-4.195.082,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131076,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.273.823,-4.195.655,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131075,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.272.908,-4.197.192,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131074,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.275.467,-4.187.263,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131072,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.264.072,-4.199.965,Aves,Suliformes,Phalacrocorax brasilianus,Não,Arenoso,Vivo,Cabo Frio
131071,Ambipar Response,Rio de Janeiro,Diário,2020-07-21,-2.264.222,-4.199.956,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Cabo Frio
131069,Ambipar Response,Rio de Janeiro,Diário,2020-07-21,-2.266.421,-4.199.785,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Cabo Frio
131067,Ambipar Response,Rio de Janeiro,Diário,2020-07-20,-227.553,-418.889,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
131065,Ambipar Response,Rio de Janeiro,Diário,2020-07-20,-2.272.997,-4.197.464,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Cabo Frio
131064,Ambipar Response,Rio de Janeiro,Diário,2020-07-21,-2.277.122,-4.193.144,Aves,Procellariiformes,Thalassarche chlororhynchos,Sim,Outros,Vivo,Armação dos Búzios
131063,Ambipar Response,Rio de Janeiro,Diário,2020-07-20,-2.275.319,-4.188.055,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Outros,Morto,Armação dos Búzios
131062,Ambipar Response,Rio de Janeiro,Diário,2020-07-20,-2.275.319,-4.188.055,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Outros,Morto,Armação dos Búzios
131061,Ambipar Response,Rio de Janeiro,Diário,2020-07-20,-2.275.319,-4.188.055,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Outros,Morto,Armação dos Búzios
131053,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.295.912,-4.202.494,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Arraial do Cabo
131052,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.295.684,-4.202.677,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Arraial do Cabo
131051,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.296.064,-4.202.306,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Arraial do Cabo
131050,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.285.765,-4.198.671,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Cabo Frio
131049,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.285.765,-4.198.671,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Cabo Frio
131048,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-214.166.389,-410.060.084,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,São Francisco de Itabapoana
131047,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-214.175.101,-410.059.326,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131046,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-214.311.192,-410.150.653,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131045,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-214.687.443,-410.480.321,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131044,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-214.693.771,-410.485.724,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131043,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-214.807.066,-410.582.935,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131042,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-215.208.883,-410.719.621,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
131041,Ambipar Response,Espírito Santo,Diário,2020-07-23,-1.865.187,-3.973.994,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Mateus
131030,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.293.921,-4.227.933,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Arraial do Cabo
131029,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.297.551,-4.203.195,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Arraial do Cabo
131020,Ambipar Response,Espírito Santo,Diário,2020-07-23,-203.268,-402.934,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vila Velha
131019,Ambipar Response,Espírito Santo,Diário,2020-07-23,-202.714,-4.025.411,Aves,Charadriiformes,Thalasseus acuflavidus,Não,Outros,Vivo,Vitória
131016,Ambipar Response,Rio de Janeiro,Diário,2020-07-23,-2.267.962,-4.199.616,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Cabo Frio
131014,Ambipar Response,Rio de Janeiro,Diário,2020-07-19,-227.532,-418.804,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Morto,Armação dos Búzios
131013,Ambipar Response,Rio de Janeiro,Diário,2020-07-19,-227.532,-418.804,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Rochoso,Morto,Armação dos Búzios
131007,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-229.665,-4.203.441,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Arraial do Cabo
131004,Ambipar Response,Espírito Santo,Diário,2020-07-22,-204.121,-403.213,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Vila Velha
131003,Ambipar Response,Espírito Santo,Diário,2020-07-22,-203.249,-402.696,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vila Velha
131002,Ambipar Response,Espírito Santo,Acionamento,2020-07-22,-203.086,-402.821,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
131001,Ambipar Response,Espírito Santo,Diário,2020-07-22,-203.007,-402.909,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
131000,Ambipar Response,Espírito Santo,Diário,2020-07-22,-2.088.447,-4.076.289,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
130999,Ambipar Response,Espírito Santo,Diário,2020-07-22,-2.089.444,-4.077.385,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
130998,Ambipar Response,Espírito Santo,Diário,2020-07-22,-2.089.883,-4.077.621,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
130997,Ambipar Response,Espírito Santo,Diário,2020-07-22,-2.113.932,-4.087.704,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
130996,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.294.594,-4.216.254,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Arraial do Cabo
130995,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.293.475,-4.240.712,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Saquarema
130994,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.293.961,-4.226.832,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Arraial do Cabo
130991,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-229.688,-4.203.564,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Arraial do Cabo
130990,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.274.249,-4.187.757,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Armação dos Búzios
130989,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.295.763,-4.206.154,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Arraial do Cabo
130988,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.275.632,-4.190.755,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130987,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.276.929,-4.192.868,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130986,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.294.078,-4.203.517,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Arraial do Cabo
130985,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.276.679,-4.193.323,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130984,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-227.613,-419.396,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Armação dos Búzios
130983,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-2.296.105,-4.202.241,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Arraial do Cabo
130981,Ambipar Response,Espírito Santo,Diário,2020-07-18,-208.377,-406.314,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Anchieta
130980,Ambipar Response,Rio de Janeiro,Diário,2020-07-11,-2.295.647,-4.202.698,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Arraial do Cabo
130977,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.276.029,-4.194.064,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130975,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.275.973,-4.194.118,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130970,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.275.816,-419.426,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130967,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-227.562,-419.442,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130966,Ambipar Response,Rio de Janeiro,Diário,2020-07-15,-2.285.631,-4.233.024,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Araruama
130965,Ambipar Response,Rio de Janeiro,Diário,2020-07-15,-2.293.848,-4.228.851,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Araruama
130963,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.275.497,-419.452,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130962,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.275.497,-41.945.207,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130961,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-215.238.903,-410.714.886,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
130960,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-214.751.943,-410.537.288,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
130959,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-214.085.977,-410.028.645,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
130958,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-214.196.854,-410.066.002,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
130957,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-214.570.393,-410.348.991,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
130956,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-214.616.316,-410.373.832,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
130953,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.275.165,-4.194.742,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130950,Ambipar Response,Rio de Janeiro,Diário,2020-07-22,-229.704,-4.201.969,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Arraial do Cabo
130949,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.275.121,-4.194.774,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130948,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.275.151,-419.475,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130946,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.274.839,-4.194.979,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130942,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.273.672,-4.195.758,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Armação dos Búzios
130941,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.272.089,-4.198.316,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Cabo Frio
130940,Ambipar Response,Rio de Janeiro,Diário,2020-07-18,-2.272.711,-419.784,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto,Cabo Frio
130935,Ambipar Response,Rio de Janeiro,Diário,2020-07-14,-2.296.115,-4.204.875,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Arraial do Cabo
130932,Ambipar Response,Rio de Janeiro,Diário,2020-07-20,-2.293.116,-4.203.774,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Cabo Frio
130913,Ambipar Response,Rio de Janeiro,Diário,2020-07-14,-2.293.296,-422.827,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Araruama
130911,Ambipar Response,Espírito Santo,Diário,2020-07-21,-208.433.156,-407.327.229,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
130910,Ambipar Response,Espírito Santo,Diário,2020-07-21,-208.461.024,-407.412.587,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
130909,Ambipar Response,Espírito Santo,Diário,2020-07-21,-20.828.902,-406.912.132,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
130906,Ambipar Response,Rio de Janeiro,Diário,2020-07-21,-2.204.031,-4.104.534,Aves,Procellariiformes,Pterodroma mollis,Não,Outros,Morto,Campos dos Goytacazes
130905,Ambipar Response,Rio de Janeiro,Diário,2020-07-14,-2.293.444,-4.242.114,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Saquarema
