Código,Instituição executora,Estado,Cidade,Praia,Estratégia do trecho,Maré inicial,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição
208564,Trecho 10,São Paulo,Caraguatatuba,Praia não identificada,Diário,Enchente,2022-09-20,-235.909.835,-452.789.927,Reptilia,Testudines,Chelonia mydas,Sim,Água,Morto
208553,Trecho 10,São Paulo,Caraguatatuba,Tabatinga,Diário,Vazante,2022-09-20,-235.737.667,-452.917.033,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
208505,Trecho 09,São Paulo,Guarujá,Prainha Branca,Diário,Enchente,2022-09-20,-2.386.379,-461.331,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208443,Trecho 10,São Paulo,Ubatuba,Fazenda,Semanal,Enchente,2022-09-20,-233.597.601,-448.532.478,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
208433,Trecho 10,São Paulo,Ubatuba,Estaleiro,Diário,Enchente,2022-09-20,-233.474.324,-44.882.411,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
208432,Trecho 10,São Paulo,Ubatuba,Estaleiro,Diário,Enchente,2022-09-20,-233.489.289,-448.818.984,Aves,Suliformes,Phalacrocorax brasilianus,Não,Arenoso,Morto
208425,Trecho 08,São Paulo,Peruíbe,Jardim Guaraú,Diário,Enchente,2022-09-20,-243.374.438,-470.034.195,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208424,Trecho 08,São Paulo,Peruíbe,Peruíbe,Diário,Enchente,2022-09-20,-243.309.185,-470.000.997,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208423,Trecho 08,São Paulo,Peruíbe,Peruíbe,Diário,Enchente,2022-09-20,-243.197.898,-469.894.205,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208422,Trecho 08,São Paulo,Peruíbe,Peruíbe,Diário,Enchente,2022-09-20,-243.176.585,-469.865.865,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
208421,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Enchente,2022-09-20,-242.728.991,-46.931.259,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208420,Trecho 10,São Paulo,Ubatuba,Praia da Fortaleza,Diário,Enchente,2022-09-20,-235.309.682,-45.164.188,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
208419,Trecho 10,São Paulo,Ilhabela,Praia não identificada,Diário,Enchente,2022-09-20,-237.727.078,-453.552.318,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Água,Morto
208414,Trecho 10,São Paulo,Ilhabela,Pereque,Diário,Enchente,2022-09-20,-2.380.845,-4.536.549,Reptilia,Testudines,Eretmochelys imbricata,Sim,Arenoso,Morto
208413,Trecho 10,São Paulo,Ilhabela,Pereque,Diário,Enchente,2022-09-20,-238.132.483,-453.689.517,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208412,Trecho 10,São Paulo,Ilhabela,Balsa,Diário,Enchente,2022-09-20,-23.818.545,-453.724.617,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
208365,Trecho 07,São Paulo,Cananéia,Ilha do Cardoso - Enseada/Pontal - Marujá,Diário,Vazia,2022-09-20,-253.060.553,-480.927.363,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208355,Trecho 10,São Paulo,Caraguatatuba,Pan BrasilAruan,Diário,Enchente,2022-09-20,-23.657.287,-454.287.693,Mammalia,Cetacea,Sotalia guianensis,Sim,Arenoso,Morto
208352,Trecho 10,São Paulo,Caraguatatuba,Praia das Palmeiras,Diário,Enchente,2022-09-20,-236.690.272,-454.304.954,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
208342,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Enchente,2022-09-20,-240.461.733,-465.129.083,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
208340,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Enchente,2022-09-20,-240.360.033,-464.885.767,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
208336,Trecho 10,São Paulo,São Sebastião,Praia não identificada,Diário,Enchente,2022-09-20,-23.725.526,-45.396.546,Aves,Charadriiformes,Thalasseus maximus,Não,Água,Vivo
208333,Trecho 10,São Paulo,Caraguatatuba,Praia das Palmeiras,Diário,Enchente,2022-09-20,-236.761.689,-454.311.477,Mammalia,Cetacea,Sotalia guianensis,Sim,Arenoso,Morto
208324,Trecho 09,São Paulo,Guarujá,Pereque,Diário,Enchente,2022-09-20,-239.415.876,-461.740.243,Aves,Charadriiformes,Larus dominicanus,Não,Arenoso,Vivo
208279,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Enchente,2022-09-19,-2.377.911,-4.595.859,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208276,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Enchente,2022-09-19,-2.378.202,-4.596.826,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208274,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Vazante,2022-09-19,-239.864.964,-463.090.038,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
208273,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-247.676.321,-475.780.106,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208272,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-247.744.561,-475.883.961,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208271,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-248.067.495,-476.350.021,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208269,Trecho 10,São Paulo,Ilhabela,Castelhanos,Semanal,Vazante,2022-09-19,-238.602.453,-4.528.808,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208268,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-248.232.655,-476.573.181,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208267,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-24.830.476,-476.674.461,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208266,Trecho 07,São Paulo,Cananéia,Ilha do Cardoso - Ipanema,Semanal,Enchente,2022-09-08,-251.103.046,-479.007.562,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208265,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-248.350.718,-476.732.826,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208264,Trecho 07,São Paulo,Cananéia,Ilha do Cardoso - Itacuruçá,Diário,Vazia,2022-09-08,-250.642.134,-479.084.104,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208263,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-248.403.684,-476.800.632,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208262,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-248.443.407,-476.852.989,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208261,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-248.537.988,-476.983.452,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208246,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-248.636.114,-477.110.481,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208213,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-248.727.663,-477.224.636,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208212,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-248.874.389,-477.412.605,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
208188,Trecho 09,São Paulo,Guarujá,Pereque,Diário,Enchente,2022-09-19,-2.392.942,-4.618.082,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
208187,Trecho 09,São Paulo,Guarujá,Pereque,Diário,Enchente,2022-09-19,-239.303,-4.618.093,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto
208183,Trecho 09,São Paulo,Guarujá,Pereque,Diário,Enchente,2022-09-19,-2.393.211,-4.618.094,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208182,Trecho 09,São Paulo,Guarujá,Pereque,Diário,Enchente,2022-09-19,-2.394.233,-4.617.347,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
208180,Trecho 09,São Paulo,Guarujá,Mar Casado/Pernambuco,Diário,Enchente,2022-09-19,-2.396.232,-4.618.358,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208174,Trecho 09,São Paulo,Guarujá,Mar Casado/Pernambuco,Diário,Enchente,2022-09-19,-2.396.232,-4.618.358,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208170,Trecho 09,São Paulo,Guarujá,Mar Casado/Pernambuco,Diário,Enchente,2022-09-19,-2.396.933,-4.618.552,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
208159,Trecho 07,São Paulo,Cananéia,Ilha do Cardoso - Enseada/Pontal - Marujá,Diário,Vazante,2022-09-19,-252.784.491,-480.696.621,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208115,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Enchente,2022-09-19,-2.423.751,-468.756.983,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
208114,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Enchente,2022-09-19,-2.426.046,-469.117.983,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208113,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Enchente,2022-09-19,-242.611.693,-469.130.135,Aves,Procellariiformes,Thalassarche chlororhynchos,Sim,Arenoso,Morto
208112,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Enchente,2022-09-19,-242.671.083,-4.692.251,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208065,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Enchente,2022-09-19,-241.506.697,-467.225.654,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto
208063,Trecho 10,São Paulo,Ilhabela,Ponta do Pequeá,Diário,Enchente,2022-09-19,-237.874.283,-453.633.967,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208042,Trecho 09,São Paulo,Guarujá,Mar Casado/Pernambuco,Diário,Enchente,2022-09-19,-239.656.948,-461.854.652,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Vivo
208031,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-249.129.315,-477.728.364,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208030,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-249.149.422,-477.751.391,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208029,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-2.491.571,-477.760.475,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208024,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-249.257.132,-477.882.635,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208023,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-249.364.009,-478.012.493,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
208022,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-249.384.105,-478.032.471,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
208021,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-249.694.262,-47.836.848,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208020,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-249.703.809,-478.377.987,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208019,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-249.713.491,-478.387.227,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208018,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-249.727.078,-47.840.062,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208017,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-249.855.589,-478.517.024,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
208016,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-249.855.589,-478.517.024,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208015,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-249.861.654,-478.521.634,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208014,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-24.987.431,-478.532.232,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208013,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-250.090.492,-478.704.277,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208012,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-250.109.864,-478.718.445,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208011,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-250.123.465,-478.728.306,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208010,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-250.133.506,-478.733.651,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208009,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-250.157.411,-478.750.945,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208008,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-250.181.673,-478.767.256,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208007,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-250.231.465,-478.797.694,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208006,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-250.392.593,-478.861.246,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208005,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-250.427.361,-478.867.678,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208004,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2022-09-19,-250.457.347,-478.869.479,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
208002,Trecho 09,São Paulo,Guarujá,Santa Cruz dos Navegantes,Diário,Enchente,2022-09-19,-239.953.494,-462.998.937,Reptilia,Testudines,Chelonia mydas,Sim,Água,Vivo
207956,Trecho 08,São Paulo,Peruíbe,Jardim Guaraú,Diário,Vazante,2022-09-18,-243.361.582,-470.032.531,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207954,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Cheia,2022-09-18,-241.090.648,-466.451.168,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207953,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Cheia,2022-09-18,-241.071.062,-466.411.471,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207952,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Cheia,2022-09-18,-241.062.053,-466.393.661,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207951,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Cheia,2022-09-18,-241.041.683,-46.635.375,Aves,Procellariiformes,Procellaria aequinoctialis,Não,Arenoso,Morto
207946,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Cheia,2022-09-18,-241.033.346,-466.337.442,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207945,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Cheia,2022-09-18,-241.018.374,-466.309.333,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207937,Trecho 07,São Paulo,Iguape,Iguape - Praia da Juréia,Diário,Enchente,2022-09-05,-2.465.688,-4.738.691,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
207936,Trecho 07,São Paulo,Cananéia,Ilha do Cardoso - Enseada/Pontal - Marujá,Diário,Vazante,2022-09-18,-252.026.034,-479.796.766,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207935,Trecho 07,São Paulo,Cananéia,Ilha do Cardoso - Enseada/Pontal - Marujá,Diário,Vazante,2022-09-18,-252.018.995,-47.978.665,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207901,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Cheia,2022-09-18,-2.411.109,-466.490.817,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207900,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Cheia,2022-09-18,-241.107.617,-46.648.515,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207899,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Cheia,2022-09-18,-241.106.167,-466.482.367,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207898,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-24.186.675,-4.678.824,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207897,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-241.862.283,-46.787.105,Aves,Procellariiformes,Thalassarche chlororhynchos,Sim,Arenoso,Morto
207896,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-2.418.258,-46.78,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207895,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-241.822.946,-467.794.543,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207894,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-241.811.283,-467.773.733,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207893,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-241.803.933,-467.760.633,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207892,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-241.778.317,-467.712.417,Aves,Procellariiformes,Thalassarche chlororhynchos,Sim,Arenoso,Morto
207891,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-241.778.383,-467.712.417,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207890,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-241.748.383,-467.657.367,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207889,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-2.417.449,-467.652.917,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207888,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-24.172.855,-467.618.617,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207887,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-241.643.717,-467.466.433,Aves,Procellariiformes,Thalassarche chlororhynchos,Sim,Arenoso,Morto
207886,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-2.415.801,-4.673.555,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
207885,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-2.415.806,-467.354.983,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207884,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-241.567.617,-4.673.362,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207883,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2022-09-18,-241.467.117,-467.160.733,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207875,Trecho 10,São Paulo,Caraguatatuba,Martim de Sá,Diário,Indeterminado,2022-09-18,-236.241.383,-453.772.196,Mammalia,Cetacea,Sotalia guianensis,Sim,Água,Morto
207874,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Enchente,2022-09-18,-240.724.333,-465.699.274,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
207873,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Enchente,2022-09-18,-2.404.743,-46.515.715,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207872,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Enchente,2022-09-18,-240.293.417,-4.647.113,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207871,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Enchente,2022-09-18,-240.273.017,-464.655.367,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207870,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazia,2022-09-18,-241.754.465,-467.669.879,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207869,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazia,2022-09-18,-241.754.438,-467.669.383,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207868,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazia,2022-09-18,-241.754.556,-46.766.951,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207867,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazia,2022-09-18,-241.754.543,-467.669.572,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207866,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazia,2022-09-18,-24.175.411,-467.670.093,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207865,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazia,2022-09-18,-241.754.709,-467.669.563,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207864,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazia,2022-09-18,-241.770.363,-467.698.378,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207863,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazia,2022-09-18,-241.770.339,-467.698.397,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207862,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Vazante,2022-09-18,-24.114.589,-466.560.307,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Outros,Morto
207859,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazia,2022-09-18,-241.728.032,-467.618.754,Reptilia,Testudines,Dermochelys coriacea,Sim,Arenoso,Morto
207844,Trecho 10,São Paulo,Ubatuba,Praia do Félix,Diário,Enchente,2022-09-18,-233.900.994,-449.720.383,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207837,Trecho 10,São Paulo,São Sebastião,Praia PretaCentro,Diário,Vazante,2022-09-18,-238.213.645,-454.100.943,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
207732,Trecho 10,São Paulo,Ubatuba,Lagoinha,Diário,Vazante,2022-09-18,-235.202.256,-451.931.392,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
207721,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Cheia,2022-09-18,-242.364.733,-46.874.595,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207720,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Cheia,2022-09-18,-242.389.432,-468.782.832,Aves,Procellariiformes,Procellaria aequinoctialis,Não,Arenoso,Morto
207719,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Cheia,2022-09-18,-242.403.938,-468.805.435,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207718,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Cheia,2022-09-18,-242.464.017,-46.889.135,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207717,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Enchente,2022-09-18,-2.425.057,-46.894.925,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207716,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Enchente,2022-09-18,-242.529.567,-4.689.939,Aves,Procellariiformes,Thalassarche chlororhynchos,Sim,Arenoso,Morto
207715,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Enchente,2022-09-18,-242.529.783,-46.899.365,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207714,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Enchente,2022-09-18,-242.585.517,-469.087.017,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
207713,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Enchente,2022-09-18,-242.606.933,-469.121.283,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
